18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 345 | Xp Modification Required: Level 1, Xp 3750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 13750 | Xp Modification Required: Level 10, Xp 13750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 13750 | Xp Modification Required: Level 10, Xp 13750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 13750 | Xp Modification Required: Level 10, Xp 13750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 13750 | Xp Modification Required: Level 10, Xp 13750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 13750 | Xp Modification Required: Level 10, Xp 13750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 690 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 8, Xp 690 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 11, Xp 690 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 11, Xp 690 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 720 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 1, Xp 1050 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 1050 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 1125 | Xp Modification Required: Level 11, Xp 25000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 15, Xp 1425 | Xp Modification Required: Level 11, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 1425 | Xp Modification Required: Level 11, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 1425 | Xp Modification Required: Level 11, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 13, Xp 1640 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 14, Xp 1640 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 1640 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 1640 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 1640 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 18, Xp 2360 | Xp Modification Required: Level 11, Xp 23750
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 16, Xp 2460 | Xp Modification Required: Level 11, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 16, Xp 2460 | Xp Modification Required: Level 11, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 2460 | Xp Modification Required: Level 11, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 2460 | Xp Modification Required: Level 11, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 9, Xp 2630 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 11, Xp 2630 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 12, Xp 2630 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 12, Xp 2630 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 12, Xp 3105 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 14, Xp 3105 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 3105 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 17, Xp 4745 | Xp Modification Required: Level 11, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 4745 | Xp Modification Required: Level 11, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 11, Xp 5460 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 5490 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 9, Xp 5820 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 11, Xp 5820 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 12, Xp 5820 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 13, Xp 5820 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 5820 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 6410 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 12, Xp 7400 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 7845 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 10, Xp 7845 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 18, Xp 8280 | Xp Modification Required: Level 11, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 19, Xp 8280 | Xp Modification Required: Level 11, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 8280 | Xp Modification Required: Level 11, Xp 25000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 19, Xp 8280 | Xp Modification Required: Level 11, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 15, Xp 8580 | Xp Modification Required: Level 11, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 8580 | Xp Modification Required: Level 11, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 8580 | Xp Modification Required: Level 11, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 8795 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 8795 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 9615 | Xp Modification Required: Level 11, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 9615 | Xp Modification Required: Level 11, Xp 22500
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 1, Xp 9785 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 10, Xp 9785 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 12, Xp 9785 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 10, Xp 10230 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 12, Xp 10260 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 13, Xp 10260 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 14, Xp 10260 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 10260 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 10260 | Xp Modification Required: Level 11, Xp 18750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 13, Xp 10590 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 10590 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 15, Xp 11180 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 11180 | Xp Modification Required: Level 11, Xp 20000
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 15, Xp 11900 | Xp Modification Required: Level 11, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 17, Xp 11900 | Xp Modification Required: Level 11, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 11900 | Xp Modification Required: Level 11, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 11, Xp 12170 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 12, Xp 12170 | Xp Modification Required: Level 11, Xp 16250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 12, Xp 12975 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 13, Xp 12975 | Xp Modification Required: Level 11, Xp 17500
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 11, Xp 13350 | Xp Modification Required: Level 11, Xp 21250
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 16, Xp 13350 | Xp Modification Required: Level 11, Xp 21250
18980 Rebirths can glitch on Muscle King Rock | Stats per punch [+5] | Level 20, Xp 15000 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 20, Xp 15000 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 20, Xp 15000 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 15000 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 15000 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 15000 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 15000 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 15000 | Xp Modification Required: Level 11, Xp 15000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 30 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 360 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 435 | Xp Modification Required: Level 12, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 735 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 735 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 14, Xp 950 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 950 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 950 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 950 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 16, Xp 1770 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 1770 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 17, Xp 1770 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 1770 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 1940 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 9, Xp 1940 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 12, Xp 1940 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 12, Xp 1940 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 13, Xp 2415 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 2415 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 3120 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 4055 | Xp Modification Required: Level 12, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 4055 | Xp Modification Required: Level 12, Xp 23750
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 1, Xp 4800 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 4800 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 9, Xp 5130 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 12, Xp 5130 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 13, Xp 5130 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 5130 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 5720 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 18, Xp 6440 | Xp Modification Required: Level 12, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 12, Xp 6710 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 19, Xp 7590 | Xp Modification Required: Level 12, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 7590 | Xp Modification Required: Level 12, Xp 25000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 14, Xp 7890 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 15, Xp 7890 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 7890 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 7890 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 7890 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 12, Xp 8105 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 8105 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 8105 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 16, Xp 8925 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 8925 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 8925 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 9095 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 11, Xp 9095 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 10, Xp 9570 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 12, Xp 9570 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 13, Xp 9570 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 9570 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 9570 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 9900 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 10490 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 17, Xp 11210 | Xp Modification Required: Level 12, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 17, Xp 11210 | Xp Modification Required: Level 12, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 11210 | Xp Modification Required: Level 12, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 11210 | Xp Modification Required: Level 12, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 11, Xp 11480 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 1, Xp 12285 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 11, Xp 12285 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 13, Xp 12285 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 19, Xp 12360 | Xp Modification Required: Level 12, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 12660 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 14, Xp 14340 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 14340 | Xp Modification Required: Level 12, Xp 18750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 12, Xp 14670 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 14670 | Xp Modification Required: Level 12, Xp 17500
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 18, Xp 14745 | Xp Modification Required: Level 12, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 14745 | Xp Modification Required: Level 12, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 15045 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 15045 | Xp Modification Required: Level 12, Xp 21250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 13, Xp 15260 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 14, Xp 15260 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 15, Xp 15260 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 15260 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 15260 | Xp Modification Required: Level 12, Xp 20000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 16, Xp 16080 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 16080 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 16080 | Xp Modification Required: Level 12, Xp 22500
18980 Rebirths can glitch on Muscle King Rock | Stats per punch [+5] | Level 20, Xp 16250 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 20, Xp 16250 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 20, Xp 16250 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 16250 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 16250 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 16250 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 16250 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 16250 | Xp Modification Required: Level 12, Xp 16250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 13, Xp 475 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 475 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 16, Xp 1180 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 1180 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 2115 | Xp Modification Required: Level 13, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 2115 | Xp Modification Required: Level 13, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 2860 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 3190 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 9, Xp 3190 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 13, Xp 3190 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 3190 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 3780 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 12, Xp 4600 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 17, Xp 4600 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 16, Xp 5650 | Xp Modification Required: Level 13, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 18, Xp 5650 | Xp Modification Required: Level 13, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 5650 | Xp Modification Required: Level 13, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 15, Xp 5950 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 5950 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 5950 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 5950 | Xp Modification Required: Level 13, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 14, Xp 6165 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 6165 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 6985 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 6985 | Xp Modification Required: Level 13, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 10, Xp 7630 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 12, Xp 7630 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 14, Xp 7630 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 14, Xp 7630 | Xp Modification Required: Level 13, Xp 18750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 13, Xp 7960 | Xp Modification Required: Level 13, Xp 17500
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 1, Xp 8550 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 8550 | Xp Modification Required: Level 13, Xp 20000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 17, Xp 9270 | Xp Modification Required: Level 13, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 9270 | Xp Modification Required: Level 13, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 18, Xp 9270 | Xp Modification Required: Level 13, Xp 23750
